"";"municipality";"municipality_id";"state";"population";"account_type";"account";"amount";"i.municipality";"i.municipality_id";"i.state";"i.population";"i.account_type"
"5176";"Prefeitura Municipal de Tracunhaém - PE";2615508;"PE";13643;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";4500;"Prefeitura Municipal de Solonópole - CE";2313005;"CE";18127;"31/12/2018"
"5177";"Prefeitura Municipal de Curralinhos - PI";2203255;"PI";4353;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018"
"5178";"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018"
"5179";"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018"
"5180";"Prefeitura Municipal de Biritinga - BA";2903607;"BA";16628;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018"
"5181";"Prefeitura Municipal de Caetanos - BA";2905156;"BA";16045;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018"
"5182";"Prefeitura Municipal de Pilões - RN";2410009;"RN";3799;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1390560,95;"Prefeitura Municipal de Governador Dix-Sept Rosado - RN";2404309;"RN";13103;"31/12/2018"
"5183";"Prefeitura Municipal de Governador Dix-Sept Rosado - RN";2404309;"RN";13103;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1390560,95;"Prefeitura Municipal de Pilões - RN";2410009;"RN";3799;"31/12/2018"
"5184";"Prefeitura Municipal de Curralinhos - PI";2203255;"PI";4353;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018"
"5185";"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018"
"5186";"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018"
"5187";"Prefeitura Municipal de Biritinga - BA";2903607;"BA";16628;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018"
"5188";"Prefeitura Municipal de Caetanos - BA";2905156;"BA";16045;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018"
"5189";"Prefeitura Municipal de Itororó - BA";2917102;"BA";21210;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";5000;"Prefeitura Municipal de Senador Georgino Avelino - RN";2413201;"RN";4373;"31/12/2018"
"5190";"Prefeitura Municipal de Curralinhos - PI";2203255;"PI";4353;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018"
"5191";"Prefeitura Municipal de Apodi - RN";2401008;"RN";36257;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018"
"5192";"Prefeitura Municipal de Portalegre - RN";2410207;"RN";7861;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018"
"5193";"Prefeitura Municipal de Biritinga - BA";2903607;"BA";16628;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018"
"5194";"Prefeitura Municipal de Caetanos - BA";2905156;"BA";16045;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";120;"Prefeitura Municipal de Taboleiro Grande - RN";2413805;"RN";2542;"31/12/2018"
"5195";"Prefeitura Municipal de Cumaru do Norte - PA";1502764;"PA";12765;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5196";"Prefeitura Municipal de Garrafão do Norte - PA";1503077;"PA";25345;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5197";"Prefeitura Municipal de Quatipuru - PA";1506112;"PA";13142;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5198";"Prefeitura Municipal de Rio Maria - PA";1506161;"PA";17721;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5199";"Prefeitura Municipal de Bacuri - MA";2101301;"MA";17388;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5200";"Prefeitura Municipal de Buriti Bravo - MA";2102309;"MA";23437;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5201";"Prefeitura Municipal de Matões do Norte - MA";2106631;"MA";16552;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5202";"Prefeitura Municipal de Mirinzal - MA";2106805;"MA";14690;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5203";"Prefeitura Municipal de Itaueira - PI";2205102;"PI";10837;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5204";"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5205";"Prefeitura Municipal de Santana de Mangueira - PB";2513505;"PB";5191;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5206";"Prefeitura Municipal de Saloá - PE";2612307;"PE";15761;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5207";"Prefeitura Municipal de Botuporã - BA";2904209;"BA";10957;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5208";"Prefeitura Municipal de Piritiba - BA";2924801;"BA";25002;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5209";"Prefeitura Municipal de Santo Antônio de Posse - SP";3548005;"SP";22597;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5210";"Prefeitura Municipal de Sabáudia - PR";4122701;"PR";6644;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018"
"5211";"Prefeitura Municipal de Eldorado do Sul - RS";4306767;"RS";38199;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";3680;"Prefeitura Municipal de Umarizal - RN";2414506;"RN";10808;"31/12/2018"
"5212";"Prefeitura Municipal de Vitória de Santo Antão - PE";2616407;"PE";136706;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";4000;"Prefeitura Municipal de Várzea - RN";2414704;"RN";5554;"31/12/2018"
"5213";"Prefeitura Municipal de Oliveira dos Brejinhos - BA";2923209;"BA";22789;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";4000;"Prefeitura Municipal de Várzea - RN";2414704;"RN";5554;"31/12/2018"
"5214";"Prefeitura Municipal de Mazagão - AP";1600402;"AP";19981;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";250;"Prefeitura Municipal de Areia - PB";2501104;"PB";22940;"31/12/2018"
"5215";"Prefeitura Municipal de Ibiaí - MG";3129608;"MG";8357;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";250;"Prefeitura Municipal de Areia - PB";2501104;"PB";22940;"31/12/2018"
"5216";"Prefeitura Municipal de Serra Nova Dourada - MT";5107883;"MT";1548;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";250;"Prefeitura Municipal de Areia - PB";2501104;"PB";22940;"31/12/2018"
"5217";"Prefeitura Municipal de Jutaí - AM";1302306;"AM";16200;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5218";"Prefeitura Municipal de Bernardo Sayão - TO";1703206;"TO";4525;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5219";"Prefeitura Municipal de Coronel José Dias - PI";2202851;"PI";4605;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5220";"Prefeitura Municipal de Capoeiras - PE";2603801;"PE";19994;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5221";"Prefeitura Municipal de Ibirapitanga - BA";2912707;"BA";24238;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5222";"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1500;"Prefeitura Municipal de Areia de Baraúnas - PB";2501153;"PB";2137;"31/12/2018"
"5223";"Prefeitura Municipal de Santa Luz - PI";2209302;"PI";5741;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1750;"Prefeitura Municipal de Baía da Traição - PB";2501401;"PB";8951;"31/12/2018"
"5224";"Prefeitura Municipal de Ponta de Pedras - PA";1505700;"PA";29700;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5225";"Prefeitura Municipal de Castelo do Piauí - PI";2202604;"PI";19410;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5226";"Prefeitura Municipal de Ararendá - CE";2301257;"CE";10800;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5227";"Prefeitura Municipal de Capela - SE";2801306;"SE";33715;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5228";"Prefeitura Municipal de Angelândia - MG";3102852;"MG";8502;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5229";"Prefeitura Municipal de Ibiraiaras - RS";4309902;"RS";7458;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";240;"Prefeitura Municipal de Boa Vista - PB";2502151;"PB";6986;"31/12/2018"
"5230";"Prefeitura Municipal de Santa Rita de Caldas - MG";3159209;"MG";9208;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1560;"Prefeitura Municipal de Cachoeira dos Índios - PB";2503308;"PB";10191;"31/12/2018"
"5231";"Prefeitura Municipal de Serra Talhada - PE";2613909;"PE";84970;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";700;"Prefeitura Municipal de Caldas Brandão - PB";2503803;"PB";6025;"31/12/2018"
"5232";"Prefeitura Municipal de Ibicoara - BA";2912202;"BA";19578;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";700;"Prefeitura Municipal de Caldas Brandão - PB";2503803;"PB";6025;"31/12/2018"
"5233";"Prefeitura Municipal de Glorinha - RS";4309050;"RS";7654;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";700;"Prefeitura Municipal de Caldas Brandão - PB";2503803;"PB";6025;"31/12/2018"
"5234";"Prefeitura Municipal de Cardoso Moreira - RJ";3301157;"RJ";12538;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";90;"Prefeitura Municipal de Cuitegi - PB";2505204;"PB";6815;"31/12/2018"
"5235";"Prefeitura Municipal de Campo Limpo Paulista - SP";3509601;"SP";81693;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";90;"Prefeitura Municipal de Cuitegi - PB";2505204;"PB";6815;"31/12/2018"
"5236";"Prefeitura Municipal de Lago da Pedra - MA";2105708;"MA";49440;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";480;"Prefeitura Municipal de Ingá - PB";2506806;"PB";18105;"31/12/2018"
"5237";"Prefeitura Municipal de Canto do Buriti - PI";2202307;"PI";20770;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";480;"Prefeitura Municipal de Ingá - PB";2506806;"PB";18105;"31/12/2018"
"5238";"Prefeitura Municipal de Malhador - SE";2803906;"SE";12645;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";480;"Prefeitura Municipal de Ingá - PB";2506806;"PB";18105;"31/12/2018"
"5239";"Prefeitura Municipal de Taiúva - SP";3553203;"SP";5604;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";350;"Prefeitura Municipal de Itapororoca - PB";2507101;"PB";18527;"31/12/2018"
"5240";"Prefeitura Municipal de Campina das Missões - RS";4303707;"RS";5994;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";155;"Prefeitura Municipal de Juripiranga - PB";2507903;"PB";10721;"31/12/2018"
"5241";"Prefeitura Municipal de Urucará - AM";1304302;"AM";17065;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1900;"Prefeitura Municipal de Marizópolis - PB";2509156;"PB";6569;"31/12/2018"
"5242";"Prefeitura Municipal de Cumaru do Norte - PA";1502764;"PA";12765;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5243";"Prefeitura Municipal de Garrafão do Norte - PA";1503077;"PA";25345;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5244";"Prefeitura Municipal de Quatipuru - PA";1506112;"PA";13142;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5245";"Prefeitura Municipal de Rio Maria - PA";1506161;"PA";17721;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5246";"Prefeitura Municipal de Bacuri - MA";2101301;"MA";17388;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5247";"Prefeitura Municipal de Buriti Bravo - MA";2102309;"MA";23437;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5248";"Prefeitura Municipal de Matões do Norte - MA";2106631;"MA";16552;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5249";"Prefeitura Municipal de Mirinzal - MA";2106805;"MA";14690;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5250";"Prefeitura Municipal de Itaueira - PI";2205102;"PI";10837;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5251";"Prefeitura Municipal de Tangará - RN";2414001;"RN";15700;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5252";"Prefeitura Municipal de Santana de Mangueira - PB";2513505;"PB";5191;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5253";"Prefeitura Municipal de Saloá - PE";2612307;"PE";15761;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5254";"Prefeitura Municipal de Botuporã - BA";2904209;"BA";10957;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5255";"Prefeitura Municipal de Piritiba - BA";2924801;"BA";25002;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5256";"Prefeitura Municipal de Santo Antônio de Posse - SP";3548005;"SP";22597;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5257";"Prefeitura Municipal de Sabáudia - PR";4122701;"PR";6644;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";300;"Prefeitura Municipal de Nazarezinho - PB";2510006;"PB";7307;"31/12/2018"
"5258";"Prefeitura Municipal de Terra Alta - PA";1507961;"PA";11262;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";80;"Prefeitura Municipal de Salgado de São Félix - PB";2513109;"PB";12145;"31/12/2018"
"5259";"Prefeitura Municipal de Feira Nova - SE";2802205;"SE";5595;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";80;"Prefeitura Municipal de Salgado de São Félix - PB";2513109;"PB";12145;"31/12/2018"
"5260";"Prefeitura Municipal de Ilha das Flores - SE";2802700;"SE";8604;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";80;"Prefeitura Municipal de Salgado de São Félix - PB";2513109;"PB";12145;"31/12/2018"
"5261";"Prefeitura Municipal de Várzea Nova - BA";2933158;"BA";13500;"31/12/2018";"2.1.8.9.1.00.00 - Outras Obrigações a Curto Prazo - Consolidação";1100;"Prefeitura Municipal de Santa Cecília - PB";2513158;"PB";6570;"31/12/2018"
